0.128998,0.159043,0.158084,0.075682
0.089965,-0.109908,0.363548,-0.156459
0.003687,-0.160961,-0.072880,0.024074
-0.114825,-0.176845,-0.049719,0.055536
-0.262159,-0.141992,0.007564,0.068349
-0.309810,-0.099301,0.005821,0.070166
-0.432911,-0.037540,0.037294,0.061583
-0.461628,0.040687,0.103671,0.069961
-0.411337,0.065964,0.165157,0.039153
-0.095380,0.093918,0.499316,0.050125
-0.064995,0.096352,0.498179,0.042149
-0.447833,0.034470,0.019403,-0.002649
-0.441023,0.035477,0.007952,0.000879
0.000570,0.078693,0.490049,0.033833
0.061124,0.065966,0.450188,0.025870
-0.178347,0.081174,-0.065080,-0.073315
0.000918,-0.102538,0.279230,-0.181505
-0.113675,-0.159307,-0.049621,0.079391
-0.174738,-0.101495,-0.049861,0.117519
-0.374431,-0.048225,-0.002978,0.105628
-0.459609,0.006107,0.023266,0.089970
-0.476522,0.036617,0.078621,0.087569
-0.394341,0.019472,0.165762,0.071829
-0.043715,0.081521,0.523055,0.039064
-0.018131,0.074652,0.520625,0.025931
-0.443073,0.032968,0.027487,-0.013919
-0.409094,0.035213,0.011363,-0.034311
0.054334,0.070836,0.508678,-0.030698
0.129619,0.057093,0.456770,-0.040333
0.187930,0.079849,0.374338,-0.038969
-0.032752,0.127250,0.041080,0.003490
0.059904,0.017826,0.288665,0.135430
0.113091,0.141414,-0.040381,-0.048715
-0.008503,0.102814,-0.014893,-0.070789
-0.321814,0.025324,0.048066,-0.096803
-0.439710,0.019650,0.104561,-0.078774
-0.157560,0.107037,0.391279,-0.094631
-0.012252,0.083555,0.565506,-0.033846
0.000688,0.083820,0.538581,-0.027817
-0.380440,0.011950,0.023340,-0.051675
-0.364025,-0.001560,0.010991,-0.042230
0.063352,0.030398,0.508184,0.001201
0.125934,0.028225,0.434324,0.014662
0.183995,0.045320,0.329555,0.044268
-0.172651,0.045036,-0.295012,0.041414
-0.291985,0.048199,-0.128165,-0.024872
-0.160446,-0.015516,-0.392889,0.177594
0.178534,0.002007,0.162699,-0.035587
0.275622,-0.017849,0.060882,-0.075401
0.073209,0.014272,-0.410765,-0.073405
0.101373,0.018742,-0.460210,-0.056731
0.449979,0.064787,-0.003243,-0.091491
0.475050,0.087798,0.041598,-0.062463
0.117281,0.032805,-0.504693,-0.042160
0.082420,0.034708,-0.496322,-0.017617
0.219438,0.114800,-0.115993,0.029645
0.186257,0.118711,-0.077725,0.028211
-0.015879,0.043420,-0.416629,-0.007761
-0.085959,0.036809,-0.345463,-0.002172
-0.219917,0.044296,-0.224819,0.003590
-0.273339,0.052503,-0.124430,-0.050837
-0.158904,-0.015680,-0.393868,0.177298
0.176127,-0.024487,0.157814,0.013143
0.245232,-0.091599,0.029840,0.054171
0.044246,-0.035370,-0.396361,0.004015
0.055166,-0.035680,-0.403716,-0.012601
0.077188,-0.030168,-0.407628,-0.036225
0.142643,-0.131884,-0.242571,-0.161400
0.376548,0.011910,0.298668,-0.084990
0.372091,0.033038,0.278042,-0.080457
0.369446,0.070352,-0.046583,-0.164695
0.086628,0.033778,-0.443745,-0.073511
0.034383,0.037390,-0.418887,-0.049737
-0.072156,0.056971,-0.291867,-0.089009
0.234432,0.061548,0.302114,0.005048
0.251457,0.051869,0.260856,0.038944
0.177166,0.159634,-0.088912,0.175121
-0.040604,0.044299,-0.421620,0.021081
-0.102284,0.035483,-0.338872,0.008997
-0.230179,0.042384,-0.204337,-0.004717
-0.171770,0.047745,-0.043822,0.000762
-0.151703,-0.176645,-0.007583,-0.060900
-0.201578,-0.321797,0.128757,0.001146
-0.071374,-0.389512,0.057519,0.006721
-0.078604,-0.400975,0.055650,0.027595
-0.103286,-0.401874,0.054743,0.056426
-0.138789,-0.368653,0.049503,0.085678
-0.138451,-0.274371,0.053101,0.118785
-0.051502,-0.100146,0.102729,0.164271
0.194761,0.039260,0.071068,0.135942
0.066856,0.027815,-0.488170,0.019654
0.094710,0.033056,-0.521533,0.004865
0.434993,0.079929,0.037782,0.034918
0.428706,0.073683,0.057461,0.034089
0.109139,0.035337,-0.532571,0.000781
0.091522,0.033620,-0.531049,0.009610
0.331163,0.145299,-0.041322,0.105141
0.302576,0.141567,-0.014753,0.111186
-0.001727,0.042671,-0.445432,0.007645
-0.082443,0.037500,-0.358772,0.006925
-0.026681,0.131890,0.046195,0.007469
-0.105929,-0.018729,-0.423983,0.167409
0.115886,-0.057992,-0.368411,-0.079526
0.259900,-0.152955,-0.183400,-0.183338
0.380416,0.029681,0.240738,-0.068618
0.343940,0.052050,0.255290,-0.070950
0.478670,0.090566,0.030188,-0.064555
0.120319,0.032432,-0.497589,-0.051999
0.099271,0.032399,-0.493286,-0.035231
0.198178,0.111804,-0.230455,-0.071242
0.352698,0.096042,0.124312,0.026857
0.198932,0.135445,-0.156368,0.109867
