-0.050653,0.089897,-0.063928,-0.012665
-0.097749,0.068118,-0.111887,-0.015056
-0.023279,0.029623,-0.064894,-0.007372
-0.054538,0.138500,-0.046753,0.000784
-0.039863,0.165393,0.000119,0.003226
0.132648,0.274358,0.099364,0.035797
0.007271,0.156608,-0.082444,-0.025980
0.074041,0.163334,0.017348,-0.015937
0.111899,0.277734,0.127552,0.035195
-0.058264,0.179924,-0.078442,-0.003860
0.098804,0.277587,0.106756,0.032562
0.155069,0.065018,0.147772,0.018679
0.096977,0.114305,0.092512,-0.000760
0.188833,0.151952,0.190051,0.067889
0.096795,0.256783,0.065194,0.051065
0.100173,0.258338,0.068467,0.053143
0.103826,0.260131,0.072008,0.055357
0.107281,0.261859,0.075269,0.057431
0.110646,0.263534,0.078488,0.059433
0.114005,0.265239,0.081807,0.061435
0.117113,0.266840,0.084968,0.063273
0.120213,0.268465,0.088222,0.065090
0.123060,0.269983,0.091306,0.066770
0.125769,0.271467,0.094351,0.068369
0.129289,0.273809,0.098292,0.070701
0.132631,0.276092,0.101875,0.072925
0.135739,0.278246,0.105334,0.074970
0.138723,0.280367,0.108782,0.076902
0.141357,0.282277,0.111979,0.078566
0.143768,0.284060,0.115044,0.080050
0.146525,0.286049,0.118687,0.081629
0.148075,0.287409,0.120950,0.082597
0.149234,0.288257,0.123022,0.083018
0.150011,0.288831,0.124799,0.083148
0.150880,0.289420,0.126995,0.083228
0.151103,0.289909,0.128350,0.083170
0.151367,0.290332,0.130052,0.083047
0.151444,0.290725,0.131731,0.082847
0.151379,0.291100,0.133415,0.082542
0.151186,0.291422,0.134947,0.082181
0.150885,0.291649,0.136421,0.081767
0.150455,0.291745,0.137937,0.081261
0.138380,0.257438,0.137852,0.047187
0.054101,0.133218,0.068680,-0.077526
-0.022145,-0.001390,-0.040103,-0.045713
-0.027708,-0.032560,-0.058070,-0.047136
-0.011098,-0.017668,0.034996,-0.170975
-0.040253,-0.017461,0.022527,-0.130834
-0.028750,-0.050758,-0.042466,-0.044493
-0.026164,-0.053903,-0.046427,-0.040008
-0.021860,-0.037229,0.026022,-0.128688
-0.067746,-0.028124,0.007796,-0.076600
-0.033197,-0.069191,-0.059657,-0.004450
-0.021764,-0.055022,-0.100414,0.010700
-0.020938,-0.046388,0.034587,-0.030953
0.010830,-0.073405,0.016748,0.021337
-0.099974,0.098231,-0.050738,-0.112748
-0.080788,0.141691,0.026512,0.037617
-0.071865,0.107460,-0.057199,0.044160
-0.036451,0.091429,-0.048584,0.050490
-0.027295,0.049917,-0.051486,0.037805
