timestamps,block,episode,init_pos,human_action,agent_action,prev_x,prev_y,next_x,next_y,ee_pos_x_prev,ee_pos_y_prev,ee_vel_x_prev,ee_vel_y_prev,ee_pos_x_next,ee_pos_y_next,ee_vel_x_next,ee_vel_y_next,cmd_acc_human,cmd_acc_agent
1.760437533226000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000056e-01,2.000000000000000000e+00,-3.147357373734899766e-01,2.270613276229314081e-01,-3.262100200133891681e-01,2.354506015298352684e-01,1.875758650346276979e-01,3.601128445657746924e-01,5.000000000000000000e-01,6.140000000000001013e-01,1.265424467372915640e-01,4.045005371948956485e-01,3.039999999999999925e-01,5.819999999999999618e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
1.760437533430000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,-3.262100200133891681e-01,2.354506015298352684e-01,-3.419119679231807374e-01,2.401416896340280160e-01,1.265424467372915640e-01,4.045005371948956485e-01,5.999999999999999778e-01,5.819999999999999618e-01,4.302144721712362202e-02,4.293211091747514696e-01,3.039999999999999925e-01,5.320000000000000284e-01,-2.000000000000000042e-02,0.000000000000000000e+00
1.760437533634000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-3.425402565174144875e-01,2.402463711433162341e-01,-3.495746106040683032e-01,2.420967812292483534e-01,3.967948660949729284e-02,4.298749795942658491e-01,5.000000000000000000e-01,5.320000000000000284e-01,2.262709552828056671e-03,4.396655091494622303e-01,5.000000000000000000e-01,5.220000000000000195e-01,0.000000000000000000e+00,-2.000000000000000111e-01
1.760437533837000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.495746106040683032e-01,2.420967812292483534e-01,-3.496054175096177663e-01,2.438764288521595158e-01,2.262709552828056671e-03,4.396655091494622303e-01,6.039999999999999813e-01,5.220000000000000195e-01,2.098843033947933850e-03,4.490816341384101795e-01,5.000000000000000000e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437534040000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.496054175096177663e-01,2.438764288521595158e-01,-3.458678599116756236e-01,2.457273248147526790e-01,2.098843033947933850e-03,4.490816341384101795e-01,5.040000000000000036e-01,5.220000000000000195e-01,2.197946855491678120e-02,4.588747344695909280e-01,5.959999999999999742e-01,5.220000000000000195e-01,0.000000000000000000e+00,2.000000000000000111e-01
1.760437534244000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.458678599116756236e-01,2.457273248147526790e-01,-3.379004879542335527e-01,2.475065543686046643e-01,2.197946855491678120e-02,4.588747344695909280e-01,4.040000000000000258e-01,5.220000000000000195e-01,6.435910662641716740e-02,4.682886474529348031e-01,5.999999999999999778e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437534447000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.379004879542335527e-01,2.475065543686046643e-01,-3.299284661372474670e-01,2.492856477988293351e-01,6.435910662641716740e-02,4.682886474529348031e-01,4.040000000000000258e-01,5.220000000000000195e-01,1.067634779933644418e-01,4.777018402054462598e-01,5.999999999999999778e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437534651000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.296095549570193795e-01,2.493568082768927441e-01,-3.216360587908057012e-01,2.511357494122385958e-01,1.084598140584074472e-01,4.780783506713902620e-01,5.000000000000000000e-01,5.220000000000000195e-01,1.508720277084802108e-01,4.874907376308921236e-01,5.999999999999999778e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437534854000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-3.216360587908057012e-01,2.511357494122385958e-01,-3.174311476688136957e-01,2.529149847697784725e-01,1.508720277084802108e-01,4.874907376308921236e-01,5.000000000000000000e-01,5.220000000000000195e-01,1.732385762297142806e-01,4.969046813215792779e-01,5.000000000000000000e-01,5.220000000000000195e-01,0.000000000000000000e+00,-2.000000000000000111e-01
1.760437535057000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.174311476688136957e-01,2.529149847697784725e-01,-3.177744499997223193e-01,2.547658197839385297e-01,1.732385762297142806e-01,4.969046813215792779e-01,5.000000000000000000e-01,5.220000000000000195e-01,1.714125000014769251e-01,5.066974591742779976e-01,4.960000000000000520e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437535261000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.177744499997223193e-01,2.547658197839385297e-01,-3.181202334380481833e-01,2.565457510832019339e-01,1.714125000014769251e-01,5.066974591742779976e-01,5.999999999999999778e-01,5.220000000000000195e-01,1.695732263933606432e-01,5.161150850963065473e-01,4.960000000000000520e-01,5.220000000000000195e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.760437535464000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000056e-01,1.000000000000000000e+00,-3.181202334380481833e-01,2.565457510832019339e-01,-3.146932661960670785e-01,2.576737423408668737e-01,1.695732263933606432e-01,5.161150850963065473e-01,5.000000000000000000e-01,5.220000000000000195e-01,1.878017755528345878e-01,5.220832928088194880e-01,5.959999999999999742e-01,4.919999999999999929e-01,-2.000000000000000042e-02,2.000000000000000111e-01
1.760437535666000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-3.146932661960670785e-01,2.576737423408668737e-01,-3.108197328170682616e-01,2.553942005182487929e-01,1.878017755528345878e-01,5.220832928088194880e-01,6.039999999999999813e-01,4.919999999999999929e-01,2.084056765049559778e-01,5.100222249642794026e-01,4.960000000000000520e-01,4.640000000000000235e-01,0.000000000000000000e+00,-2.000000000000000111e-01
1.760437535870000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,-3.108197328170682616e-01,2.553942005182487929e-01,-3.077139833434242577e-01,2.525494042220250979e-01,2.084056765049559778e-01,5.100222249642794026e-01,7.039999999999999591e-01,4.640000000000000235e-01,2.249256205137006581e-01,4.949703927091275713e-01,5.919999999999999707e-01,4.699999999999999734e-01,2.000000000000000042e-02,2.000000000000000111e-01
1.760437536074000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-3.077139833434242577e-01,2.525494042220250979e-01,-3.003797242011780333e-01,2.520524986997696448e-01,2.249256205137006581e-01,4.949703927091275713e-01,6.039999999999999813e-01,4.699999999999999734e-01,2.639376372277763561e-01,4.923412629617441860e-01,5.919999999999999707e-01,5.200000000000000178e-01,2.000000000000000042e-02,0.000000000000000000e+00
