timestamp,block,episode,start_pos,expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
1.760437561517000000e+12,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+02,3.025999999999999091e+01,1.897558864546303514e+00,1.500000000000000000e+02
1.760437597553000000e+12,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+02,3.024399999999997135e+01,1.283496778291474127e+00,1.500000000000000000e+02
1.760437615283000000e+12,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.900000000000000000e+01,1.197499999999996589e+01,6.753414245670709137e-01,6.000000000000000000e+01
1.760437635063000000e+12,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-5.900000000000000000e+01,1.401699999999999591e+01,7.757138600474065004e-01,7.000000000000000000e+01
1.760437647525000000e+12,2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,6.899000000000000909e+00,4.664105856171595343e-01,3.500000000000000000e+01
1.760437672520000000e+12,2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.500000000000000000e+01,1.927699999999998681e+01,1.056896700317324411e+00,9.600000000000000000e+01
1.760437695536000000e+12,2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e+01,1.725800000000003820e+01,1.035422872003437078e+00,8.600000000000000000e+01
1.760437707161000000e+12,2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.900000000000000000e+01,5.887999999999976808e+00,5.173083995140125291e-01,3.000000000000000000e+01
1.760438006562000000e+12,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000000e+01,4.263000000000033651e+00,1.731773974951923145e-01,2.200000000000000000e+01
1.760438015461000000e+12,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,3.253000000000042746e+00,2.501975514966833791e-01,1.700000000000000000e+01
1.760438023939000000e+12,4.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,2.846000000000003638e+00,2.749782804345437537e-01,1.500000000000000000e+01
