timestamp,block,episode,start_pos,expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
1.760439979033000000e+12,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,3.250000000000000000e+00,3.876683658366995022e-01,1.700000000000000000e+01
1.760439995900000000e+12,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+01,1.116399999999998727e+01,6.663065124836703434e-01,5.600000000000000000e+01
1.760440011551000000e+12,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.900000000000000000e+01,9.949000000000012278e+00,5.865535186613235474e-01,5.000000000000000000e+01
1.760440047537000000e+12,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+02,3.024000000000000909e+01,1.308970929653014759e+00,1.500000000000000000e+02
1.760440083569000000e+12,2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+02,3.024000000000000909e+01,2.039345478231902042e+00,1.500000000000000000e+02
1.760440091750000000e+12,2.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,2.439999999999997726e+00,2.419525183352033149e-01,1.300000000000000000e+01
1.760440115185000000e+12,2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-7.700000000000000000e+01,1.766100000000000136e+01,1.253032071568215722e+00,8.800000000000000000e+01
1.760440129448000000e+12,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.200000000000000000e+01,8.528999999999996362e+00,5.706746367365882477e-01,4.300000000000000000e+01
1.760440401930000000e+12,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,4.466000000000008185e+00,2.798800283520583854e-01,2.300000000000000000e+01
1.760440409846000000e+12,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.234000000000037289e+00,2.526113656859877987e-01,1.200000000000000000e+01
